PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-05-16,76,67,58,49,47,45,62,49,36,30.0,29.95,29.91,10,10,10,23,12,26.0,0.00,5,,312<br />
2013-05-17,82,69,55,46,40,30,72,45,17,30.0,29.96,29.93,10,10,10,18,13,24.0,0.00,2,,310<br />
2013-05-18,84,69,53,44,38,27,64,39,13,30.1,30.04,30.0,10,10,10,18,10,23.0,0.00,1,,305<br />
2013-05-19,88,74,60,48,43,35,64,42,19,30.06,29.99,29.91,10,10,10,14,8,21.0,0.00,0,,310<br />
2013-05-20,93,77,61,43,39,34,44,30,15,29.99,29.94,29.88,10,10,10,13,5,16.0,0.00,1,,259<br />
2013-05-21,92,79,65,45,38,28,45,28,11,29.92,29.86,29.79,10,10,10,20,7,25.0,0.00,3,,308<br />
2013-05-22,74,64,53,40,28,11,59,34,9,29.96,29.89,29.84,10,10,9,26,14,32.0,0.00,1,,307<br />
2013-05-23,77,63,49,40,34,25,61,38,15,29.95,29.92,29.88,10,10,10,16,9,21.0,0.00,0,,306<br />
2013-05-24,83,68,53,42,37,28,64,40,15,29.98,29.93,29.87,10,10,10,15,6,21.0,0.00,3,,294<br />
2013-05-25,84,69,54,44,36,28,55,35,14,29.97,29.94,29.91,10,10,10,18,9,22.0,0.00,2,,304<br />
2013-05-26,82,69,55,48,46,41,66,47,28,30.06,30.02,29.98,10,10,10,21,14,26.0,0.00,2,,309<br />
2013-05-27,80,68,55,52,47,41,72,50,27,30.07,30.02,29.96,10,10,10,22,14,29.0,0.00,4,,308<br />
2013-05-28,84,73,61,54,51,47,72,50,28,29.97,29.9,29.83,10,10,9,25,15,31.0,T,4,,307<br />
2013-05-29,87,75,62,54,49,35,67,46,25,29.91,29.86,29.79,10,10,10,21,12,29.0,0.00,2,,307<br />
2013-05-30,89,74,58,50,44,31,64,39,14,29.93,29.89,29.85,10,10,10,17,8,26.0,0.00,1,,308<br />
2013-05-31,92,76,60,46,43,32,52,35,18,29.97,29.91,29.86,10,10,10,13,7,17.0,0.00,0,,309<br />
2013-06-01,99,83,67,54,47,42,45,31,16,29.88,29.81,29.71,10,10,10,10,3,14.0,0.00,3,,289<br />
2013-06-02,103,86,69,56,50,43,57,35,13,29.73,29.65,29.57,10,10,10,16,7,20.0,0.00,1,,347<br />
2013-06-03,96,82,67,57,51,49,53,38,23,29.75,29.7,29.63,10,10,10,15,6,20.0,0.00,1,,306<br />
2013-06-04,93,80,67,57,51,48,53,38,23,29.86,29.81,29.74,10,10,10,15,9,20.0,0.00,2,,311<br />
2013-06-05,94,79,64,58,52,50,63,44,24,29.94,29.87,29.8,10,10,10,13,8,,0.00,1,,306<br />
2013-06-06,98,83,67,61,56,50,63,43,22,29.88,29.82,29.75,10,10,9,13,8,17.0,0.00,1,,304<br />
2013-06-07,101,87,72,64,60,56,61,42,23,29.81,29.75,29.67,10,10,10,10,5,16.0,0.00,1,,302<br />
2013-06-08,108,93,77,65,61,57,64,42,20,29.7,29.66,29.58,10,9,6,10,4,15.0,0.00,1,,253<br />
2013-06-09,99,87,74,59,56,52,57,40,22,29.76,29.72,29.67,10,10,10,14,6,17.0,0.00,2,,309<br />
2013-06-10,86,74,62,54,51,44,72,48,23,29.91,29.86,29.75,10,10,10,20,9,24.0,0.00,3,,302<br />
2013-06-11,95,78,61,57,53,49,78,50,22,29.95,29.88,29.81,10,10,10,13,6,15.0,0.00,5,,306<br />
2013-06-12,97,82,67,56,48,35,63,39,14,29.91,29.87,29.84,10,10,10,21,10,26.0,0.00,1,,304<br />
2013-06-13,90,75,60,41,39,33,46,30,14,30.05,29.96,29.91,10,10,10,21,12,25.0,0.00,0,,303<br />
2013-06-14,92,77,61,46,42,29,52,32,12,29.92,29.85,29.77,10,10,10,14,6,,0.00,3,,295<br />
2013-06-15,97,80,63,50,41,28,52,31,9,29.89,29.83,29.8,10,10,10,18,7,24.0,0.00,1,,305<br />
2013-06-16,95,79,62,48,44,38,56,37,18,30.01,29.96,29.9,10,10,7,20,7,26.0,0.00,0,,305<br />
2013-06-17,94,80,65,52,46,36,52,33,14,30.03,29.97,29.9,10,10,9,22,11,28.0,0.00,2,,308<br />
2013-06-18,86,73,60,52,46,38,72,46,19,29.98,29.92,29.85,10,10,5,26,14,32.0,0.00,2,,309<br />
2013-06-19,84,70,56,46,42,32,72,44,16,30.01,29.95,29.9,10,10,10,23,13,30.0,0.00,1,,304<br />
2013-06-20,89,74,59,47,43,33,62,39,15,29.94,29.9,29.85,10,10,10,21,11,26.0,0.00,0,,301<br />
2013-06-21,93,77,60,47,42,31,55,33,11,29.93,29.88,29.82,10,10,10,21,10,25.0,0.00,1,,308<br />
2013-06-22,95,79,63,48,44,39,52,34,15,29.9,29.83,29.76,10,10,10,16,7,21.0,0.00,0,,305<br />
2013-06-23,87,75,63,59,49,38,61,43,24,29.82,29.79,29.76,10,10,10,22,14,26.0,0.00,5,,310<br />
2013-06-24,82,75,67,59,58,56,73,58,42,29.88,29.84,29.78,10,10,10,12,7,17.0,T,7,,312<br />
2013-06-25,94,82,69,64,59,57,78,54,30,29.96,29.91,29.87,10,10,10,16,9,21.0,0.00,4,,307<br />
2013-06-26,98,83,68,64,61,57,81,54,27,30.01,29.95,29.9,10,10,10,15,9,20.0,0.00,0,,307<br />
2013-06-27,101,86,71,62,59,55,66,47,28,30.04,29.98,29.94,10,10,10,15,8,18.0,0.00,1,,299<br />
2013-06-28,105,90,75,61,58,47,54,39,23,29.98,29.91,29.83,10,10,10,14,6,22.0,0.00,3,,300<br />
2013-06-29,108,93,78,62,59,55,49,34,18,29.87,29.81,29.72,10,10,10,17,7,21.0,0.00,2,,301<br />
2013-06-30,109,94,79,63,58,47,49,32,15,29.79,29.73,29.67,10,10,10,15,6,20.0,0.00,1,,303<br />
2013-07-01,108,93,79,67,59,54,45,33,20,29.8,29.75,29.7,10,10,10,15,6,20.0,0.00,4,,296<br />
2013-07-02,108,93,78,66,56,50,48,32,15,29.87,29.82,29.77,10,10,9,12,4,15.0,0.00,4,,273<br />
2013-07-03,108,94,79,64,60,53,52,37,21,29.85,29.77,29.68,10,10,10,12,5,16.0,0.00,3,,275<br />
2013-07-04,108,94,80,67,63,58,62,42,22,29.73,29.67,29.6,10,10,6,13,4,17.0,0.00,2,,289<br />
2013-07-05,103,89,75,58,49,44,42,28,14,29.7,29.66,29.61,10,10,10,17,9,22.0,0.00,2,,312<br />
2013-07-06,102,85,67,58,50,36,63,37,11,29.75,29.7,29.64,10,10,10,12,6,15.0,0.00,2,,293<br />
2013-07-07,104,87,69,57,52,37,61,36,11,29.78,29.74,29.69,10,10,10,13,4,15.0,0.00,1,,292<br />
2013-07-08,106,88,69,56,46,25,61,34,6,29.9,29.85,29.78,10,10,10,14,6,17.0,0.00,0,,291<br />
2013-07-09,109,90,70,57,48,34,44,26,8,29.99,29.92,29.85,10,10,10,13,6,15.0,0.00,0,,313<br />
2013-07-10,103,89,74,61,54,42,56,35,14,29.92,29.86,29.8,10,10,7,14,5,18.0,0.00,4,,286<br />
2013-07-11,101,88,74,51,43,37,39,26,12,29.87,29.83,29.78,10,10,10,15,8,18.0,0.00,4,,304<br />
2013-07-12,100,84,67,54,49,41,58,36,14,29.89,29.84,29.78,10,10,10,13,5,16.0,0.00,1,,309<br />
2013-07-13,102,85,68,57,48,33,61,35,9,29.91,29.86,29.81,10,10,10,13,7,16.0,0.00,1,,290<br />
2013-07-14,103,87,70,52,48,35,53,32,10,29.94,29.86,29.79,10,10,10,14,7,17.0,0.00,1,,285<br />
2013-07-15,100,85,70,53,48,39,47,30,13,29.84,29.78,29.71,10,10,10,18,8,22.0,0.00,2,,304<br />
2013-07-16,95,79,63,55,50,43,63,40,17,29.94,29.87,29.78,10,10,10,16,8,21.0,0.00,1,,308<br />
2013-07-17,95,78,61,54,52,44,72,47,21,30.05,29.99,29.94,10,10,10,14,6,16.0,0.00,0,,311<br />
2013-07-18,100,84,67,54,48,37,63,38,13,30.0,29.93,29.84,10,10,10,16,7,22.0,0.00,0,,299<br />
2013-07-19,102,86,70,55,48,40,49,31,12,29.88,29.82,29.74,10,10,9,14,6,17.0,0.00,3,,297<br />
2013-07-20,106,91,75,58,53,37,54,32,10,29.78,29.72,29.65,10,10,9,12,3,15.0,0.00,4,,300<br />
2013-07-21,106,91,76,58,53,45,47,30,13,29.78,29.72,29.68,10,10,10,12,4,16.0,0.00,6,,286<br />
2013-07-22,95,85,75,63,55,50,50,37,23,29.89,29.85,29.76,10,10,9,15,7,20.0,T,7,Rain-Thunderstorm,298<br />
2013-07-23,99,88,77,63,58,48,58,41,24,29.96,29.9,29.85,10,10,9,17,8,22.0,0.00,5,,294<br />
2013-07-24,102,87,72,57,50,44,44,31,18,29.93,29.88,29.8,10,10,10,16,7,21.0,0.00,3,,299<br />
2013-07-25,103,90,77,63,54,47,42,30,18,29.92,29.88,29.84,10,10,10,16,8,25.0,0.00,6,,308<br />
2013-07-26,105,90,75,60,55,50,46,32,18,30.01,29.94,29.89,10,10,10,17,8,21.0,0.00,3,,307<br />
2013-07-27,102,89,76,58,50,43,46,30,14,29.94,29.86,29.76,10,10,10,15,8,17.0,0.00,5,,300<br />
2013-07-28,102,87,72,59,53,44,57,36,15,29.81,29.76,29.7,10,10,10,14,6,17.0,0.00,3,,299<br />
2013-07-29,99,84,69,57,54,49,61,40,18,29.92,29.85,29.76,10,10,7,16,7,20.0,0.00,1,,292<br />
2013-07-30,96,81,66,57,54,47,68,44,20,30.04,29.98,29.93,9,6,5,14,7,21.0,0.00,1,,300<br />
2013-07-31,98,83,68,56,50,42,59,38,16,30.03,29.96,29.88,10,8,5,18,8,29.0,0.00,0,,301<br />
2013-08-01,95,80,65,47,43,35,48,31,13,30.0,29.93,29.86,10,10,9,20,11,24.0,0.00,0,,309<br />
2013-08-02,95,79,62,51,44,32,60,36,12,29.94,29.88,29.82,10,10,10,13,5,20.0,0.00,1,,307<br />
2013-08-03,97,81,65,53,47,39,63,39,14,29.92,29.87,29.82,10,10,9,13,5,15.0,0.00,2,,286<br />
2013-08-04,98,82,65,54,50,42,63,39,15,29.93,29.89,29.83,10,10,10,15,7,18.0,0.00,2,,312<br />
2013-08-05,97,82,66,53,51,47,58,39,19,29.97,29.9,29.84,10,10,9,18,8,22.0,0.00,5,,308<br />
2013-08-06,96,80,64,56,50,45,63,42,20,29.96,29.91,29.86,10,10,9,17,8,23.0,0.00,1,,307<br />
2013-08-07,90,76,62,56,53,46,72,48,23,30.06,29.99,29.94,10,10,10,15,8,18.0,0.00,1,,315<br />
2013-08-08,90,76,61,56,52,46,72,48,23,29.99,29.92,29.84,10,10,10,15,7,18.0,0.00,0,,303<br />
2013-08-09,93,78,62,56,51,43,72,45,18,29.92,29.88,29.84,10,10,10,16,8,41.0,0.00,1,,304<br />
2013-08-10,94,79,64,57,51,40,67,42,16,29.99,29.94,29.9,10,10,8,15,8,20.0,0.00,2,,308<br />
2013-08-11,95,80,65,57,52,43,73,45,17,29.98,29.92,29.85,10,10,10,14,8,17.0,0.00,0,,306<br />
2013-08-12,97,82,66,54,49,45,63,40,17,29.94,29.9,29.85,10,10,10,13,6,18.0,0.00,0,,308<br />
2013-08-13,100,84,67,53,50,43,58,37,15,29.95,29.89,29.83,10,10,10,14,6,17.0,0.00,0,,307<br />
2013-08-14,102,86,69,53,47,39,51,32,12,29.93,29.87,29.81,10,10,10,14,6,16.0,0.00,0,,311<br />
2013-08-15,103,85,67,57,49,39,55,34,12,29.92,29.87,29.82,10,10,10,15,6,21.0,0.00,1,,304<br />
2013-08-16,104,87,70,60,53,38,66,39,11,29.94,29.89,29.83,10,10,10,16,8,18.0,0.00,3,,310<br />
2013-08-17,103,88,73,58,51,37,50,31,11,29.93,29.85,29.77,10,10,10,15,7,20.0,0.00,3,,310<br />
2013-08-18,102,88,74,61,56,50,50,34,18,29.86,29.8,29.72,10,10,10,14,5,15.0,0.00,5,,311<br />
2013-08-19,109,93,76,63,58,51,64,40,15,29.85,29.78,29.71,10,9,2,16,6,21.0,0.00,4,Rain-Thunderstorm,1<br />
2013-08-20,104,91,77,65,55,40,58,36,14,29.83,29.77,29.71,10,10,10,12,4,23.0,0.00,1,,233<br />
2013-08-21,101,86,70,55,49,33,57,34,10,29.88,29.82,29.75,10,10,10,12,4,15.0,0.00,2,,294<br />
2013-08-22,100,84,67,55,49,34,63,38,12,29.89,29.83,29.75,10,10,10,20,8,24.0,0.00,2,,294<br />
2013-08-23,96,81,65,54,51,45,67,43,19,29.88,29.81,29.73,10,10,10,15,8,23.0,0.00,1,,306<br />
2013-08-24,98,83,68,55,50,40,59,37,14,29.84,29.8,29.74,10,10,10,18,7,24.0,0.00,1,,305<br />
2013-08-25,96,82,68,57,53,47,63,41,19,29.93,29.86,29.8,10,10,10,16,6,18.0,0.00,1,,308<br />
2013-08-26,95,81,67,58,54,51,68,46,23,29.96,29.88,29.8,10,10,10,16,8,21.0,0.00,0,,307<br />
2013-08-27,98,84,69,55,52,50,53,37,21,29.86,29.8,29.72,10,10,10,17,7,22.0,0.00,3,,303<br />
2013-08-28,100,86,71,55,52,48,53,37,21,29.87,29.82,29.78,10,10,10,15,7,21.0,0.00,3,,307<br />
2013-08-29,98,84,70,60,55,50,64,43,22,29.99,29.93,29.88,10,10,8,18,9,18.0,0.00,0,,308<br />
2013-08-30,100,85,70,58,54,48,66,44,22,30.0,29.93,29.85,10,9,4,13,5,15.0,0.00,1,,306<br />
2013-08-31,100,87,74,60,55,49,54,36,17,29.93,29.87,29.8,10,10,5,13,4,15.0,0.00,7,,300<br />
2013-09-01,99,87,74,62,56,50,49,36,22,29.89,29.85,29.79,10,10,10,16,6,20.0,0.00,5,,308<br />
2013-09-02,97,86,74,61,57,54,53,42,30,29.91,29.85,29.78,10,10,10,20,9,24.0,0.00,5,,310<br />
2013-09-03,94,83,72,59,56,51,61,45,28,29.96,29.89,29.84,10,10,10,16,10,21.0,0.00,5,,306<br />
2013-09-04,96,82,68,56,54,52,61,43,25,29.98,29.92,29.85,10,10,8,14,8,26.0,0.00,1,,308<br />
2013-09-05,95,82,68,53,51,47,59,42,24,29.96,29.91,29.85,10,10,10,15,9,22.0,0.00,0,,310<br />
2013-09-06,95,81,66,54,52,51,58,41,24,29.95,29.88,29.79,10,10,10,13,5,16.0,0.00,0,,304<br />
2013-09-07,102,86,70,57,52,41,61,37,13,29.88,29.82,29.75,10,10,9,9,3,16.0,0.00,0,,280<br />
2013-09-08,103,87,71,55,50,42,53,34,14,29.83,29.77,29.69,10,9,6,13,5,17.0,0.00,1,,294<br />
2013-09-09,102,87,71,57,51,45,61,38,15,29.76,29.71,29.64,10,9,5,15,2,23.0,0.00,1,,279<br />
2013-09-10,101,87,73,56,49,34,53,32,10,29.81,29.74,29.69,10,9,6,13,4,16.0,0.00,2,,294<br />
2013-09-11,91,78,65,58,55,49,73,50,26,29.96,29.9,29.82,10,10,10,13,7,20.0,0.00,4,,305<br />
2013-09-12,92,78,64,58,55,51,78,52,26,29.95,29.89,29.82,10,10,9,12,5,17.0,0.00,1,,300<br />
2013-09-13,95,82,69,59,56,52,66,45,23,29.85,29.77,29.68,10,10,9,13,4,16.0,0.00,1,,308<br />
2013-09-14,98,85,72,60,57,53,64,44,24,29.75,29.7,29.64,10,10,9,14,6,17.0,0.00,1,,297<br />
2013-09-15,96,82,67,57,52,44,63,41,19,29.79,29.75,29.7,10,10,10,17,9,22.0,0.00,0,,307<br />
2013-09-16,95,81,66,55,53,50,68,46,23,29.86,29.79,29.71,10,10,10,14,7,18.0,0.00,0,,306<br />
2013-09-17,88,77,65,52,48,40,60,39,18,29.83,29.79,29.75,10,10,10,17,12,21.0,0.00,0,,307<br />
2013-09-18,87,73,59,52,48,42,75,49,23,29.89,29.82,29.77,10,10,10,12,5,21.0,0.00,0,,303<br />
2013-09-19,93,78,63,51,47,43,56,37,17,29.86,29.79,29.71,10,10,6,10,4,18.0,0.00,0,,269<br />
2013-09-20,94,79,63,57,47,37,66,41,15,29.81,29.76,29.72,10,10,7,20,7,23.0,0.00,0,,312<br />
2013-09-21,85,74,62,57,55,50,78,55,32,29.88,29.81,29.73,10,8,1,31,8,36.0,T,4,Rain,303<br />
2013-09-22,77,67,56,52,49,45,86,59,31,29.97,29.92,29.88,10,10,10,16,9,18.0,0.00,1,,309<br />
2013-09-23,85,71,57,53,51,48,80,55,29,30.02,29.96,29.89,10,10,9,10,3,18.0,0.00,0,,298<br />
2013-09-24,89,76,62,53,51,47,67,46,25,29.97,29.89,29.8,10,10,9,25,7,31.0,0.00,1,,311<br />
2013-09-25,77,67,56,50,44,35,72,49,25,29.91,29.83,29.75,10,10,10,22,13,28.0,0.00,2,,305<br />
2013-09-26,77,65,52,45,39,31,71,45,19,29.94,29.85,29.76,10,10,10,18,9,23.0,0.00,1,,301<br />
2013-09-27,80,66,51,40,37,32,59,39,19,30.09,30.03,29.95,10,10,10,9,3,,0.00,0,,320<br />
2013-09-28,87,71,55,43,37,27,57,34,11,30.1,30.05,29.98,10,10,10,8,1,10.0,0.00,1,,130<br />
2013-09-29,90,74,57,50,39,30,51,32,12,30.1,30.04,29.98,10,10,7,14,5,20.0,0.00,2,,291<br />
2013-09-30,85,73,60,57,53,47,84,57,29,30.06,29.99,29.91,10,10,10,14,7,20.0,0.00,1,,309<br />
2013-10-01,83,72,61,57,53,46,84,59,33,29.98,29.92,29.87,10,10,10,13,6,,0.00,4,,308<br />
2013-10-02,84,71,57,49,44,37,67,44,20,29.98,29.92,29.87,10,10,10,16,7,21.0,0.00,3,,312<br />
2013-10-03,77,66,55,45,37,28,61,40,19,29.99,29.94,29.91,10,10,10,17,9,22.0,0.00,0,,306<br />
2013-10-04,82,67,51,39,35,28,63,39,15,30.1,30.04,29.95,10,10,9,9,3,22.0,0.00,1,,285<br />
2013-10-05,86,70,53,41,35,26,59,35,11,30.22,30.15,30.12,10,10,8,10,3,24.0,0.00,0,,352<br />
2013-10-06,90,72,53,41,33,19,64,36,8,30.15,30.07,29.98,10,10,10,8,3,13.0,0.00,2,,337<br />
2013-10-07,88,73,58,43,35,22,53,31,9,29.98,29.91,29.84,10,10,9,10,3,15.0,0.00,3,,318<br />
2013-10-08,84,69,54,43,36,31,51,34,16,29.88,29.79,29.68,10,10,10,12,5,,0.00,3,,308<br />
2013-10-09,65,60,55,45,44,41,66,55,44,29.78,29.68,29.62,10,9,5,18,7,24.0,0.00,7,,111<br />
2013-10-10,74,64,53,46,42,39,72,52,31,29.99,29.91,29.79,10,10,4,14,4,18.0,0.00,3,,116<br />
2013-10-11,79,66,53,44,42,40,66,47,28,30.06,29.99,29.94,10,10,10,10,2,16.0,0.00,1,,308<br />
2013-10-12,80,66,52,44,42,39,77,50,23,30.0,29.93,29.86,10,10,7,8,2,10.0,0.00,1,,333<br />
2013-10-13,75,65,54,46,44,42,66,50,33,30.05,29.96,29.87,10,10,10,16,6,21.0,0.00,1,,307<br />
2013-10-14,80,67,53,46,43,40,71,48,25,30.12,30.05,29.98,10,10,10,10,3,14.0,0.00,0,,292<br />
2013-10-15,82,67,52,45,42,37,77,49,21,30.04,30.0,29.95,10,9,7,8,3,,0.00,0,,315<br />
2013-10-16,85,69,53,43,37,26,64,38,12,30.11,30.05,30.01,10,10,8,9,4,13.0,0.00,1,,123<br />
2013-10-17,83,67,51,42,37,32,64,40,16,30.08,30.01,29.94,10,10,7,12,3,,0.00,0,,308<br />
2013-10-18,86,70,54,44,39,34,59,38,16,30.06,30.01,29.97,10,9,7,7,2,14.0,0.00,0,,87<br />
2013-10-19,86,69,52,45,40,35,59,38,17,30.09,30.02,29.97,10,9,6,8,2,10.0,0.00,0,,184<br />
2013-10-20,84,68,52,45,41,35,66,42,17,30.01,29.95,29.88,10,9,5,7,2,9.0,0.00,0,,104<br />
2013-10-21,87,71,54,45,39,35,55,36,17,29.99,29.94,29.88,10,10,7,6,1,22.0,0.00,1,,103<br />
2013-10-22,87,70,53,46,41,33,64,40,15,30.01,29.94,29.88,10,8,4,7,2,12.0,0.00,1,,336<br />
2013-10-23,84,69,54,47,44,37,71,46,20,29.94,29.9,29.85,10,7,4,8,1,9.0,0.00,3,,302<br />
2013-10-24,82,68,54,46,44,40,67,45,22,30.05,29.97,29.91,10,7,4,10,3,15.0,0.00,0,,300<br />
2013-10-25,79,65,51,48,44,40,77,51,25,30.16,30.1,30.05,10,9,5,7,2,16.0,0.00,4,,270<br />
2013-10-26,82,67,52,47,44,41,77,52,26,30.14,30.07,29.99,10,8,5,9,2,,0.00,3,,288<br />
2013-10-27,80,66,52,47,45,41,71,50,28,30.01,29.84,29.68,10,7,5,22,4,28.0,0.00,1,,92<br />
2013-10-28,64,58,52,47,45,41,72,58,43,29.89,29.78,29.72,10,10,5,15,6,20.0,0.03,7,Rain,121<br />
2013-10-29,68,59,49,44,42,39,77,59,40,30.02,29.97,29.91,10,10,10,10,4,18.0,0.00,4,,335<br />
2013-10-30,69,57,45,44,42,40,82,58,33,30.14,30.09,30.03,10,10,7,10,4,,0.00,1,,323<br />
2013-10-31,73,60,47,44,42,40,77,54,31,30.19,30.13,30.07,10,10,9,7,2,12.0,0.00,0,,317<br />
2013-11-01,79,63,47,44,41,36,71,46,21,30.19,30.09,30.01,10,9,7,6,1,17.0,0.00,1,,59<br />
2013-11-02,78,63,47,46,42,39,71,49,26,30.04,29.95,29.88,10,8,5,10,3,14.0,0.00,3,,275<br />
2013-11-03,67,59,51,45,35,30,71,49,26,30.0,29.93,29.89,10,10,6,17,9,22.0,0.00,3,,302<br />
2013-11-04,65,55,45,35,32,30,58,43,28,30.05,29.95,29.88,10,10,10,10,4,16.0,0.00,3,,298<br />
2013-11-05,70,57,44,38,35,32,70,48,26,30.25,30.17,30.08,10,10,8,9,2,13.0,0.00,1,,113<br />
2013-11-06,76,61,45,38,34,30,65,42,19,30.28,30.23,30.18,10,10,8,8,2,17.0,0.00,3,,35<br />
2013-11-07,77,64,51,41,36,33,54,38,21,30.18,30.12,30.06,10,9,7,9,2,,0.00,6,,309<br />
2013-11-08,75,60,44,40,36,33,65,44,23,30.09,30.02,29.95,10,8,5,7,1,10.0,0.00,4,,148<br />
2013-11-09,79,64,48,41,36,29,64,40,16,30.04,30.01,29.96,10,8,5,6,1,16.0,0.00,3,,80<br />
2013-11-10,81,64,46,41,36,30,71,44,16,30.12,30.06,30.01,10,7,4,8,3,15.0,0.00,1,,296<br />
2013-11-11,77,62,46,45,39,35,71,47,23,30.17,30.12,30.06,7,6,4,7,2,16.0,0.00,4,,350<br />
2013-11-12,69,61,52,45,42,38,66,51,36,30.29,30.21,30.15,7,5,4,10,3,,0.00,6,,352<br />
2013-11-13,73,60,47,47,43,40,80,56,31,30.25,30.17,30.1,5,4,2,7,1,,0.00,2,,162<br />
2013-11-14,76,62,48,46,43,40,71,50,29,30.11,29.97,29.82,6,5,3,9,1,15.0,0.00,5,,308<br />
2013-11-15,67,57,47,44,41,38,80,59,37,29.81,29.77,29.72,10,9,5,14,4,21.0,0.00,2,,314<br />
2013-11-16,69,57,45,43,39,37,83,58,32,29.93,29.84,29.78,10,8,6,10,3,13.0,0.00,2,,12<br />
2013-11-17,69,56,43,41,38,36,77,55,32,30.1,30.03,29.93,10,9,5,9,1,17.0,0.00,1,,137<br />
2013-11-18,68,57,46,44,40,36,71,53,35,30.15,30.09,30.04,10,8,6,8,2,12.0,0.00,6,,283<br />
2013-11-19,66,57,47,45,44,42,86,64,42,30.12,30.05,29.99,10,8,6,8,1,9.0,T,6,Rain,294<br />
2013-11-20,68,61,53,56,51,48,93,73,52,29.99,29.91,29.83,10,6,2,14,3,17.0,0.39,7,Rain,166<br />
2013-11-21,58,54,49,55,51,45,93,85,77,29.97,29.89,29.86,10,4,2,15,8,22.0,0.15,7,Rain,308<br />
2013-11-22,56,51,46,47,45,42,93,80,66,30.02,29.98,29.95,8,5,4,8,3,9.0,0.00,7,,102<br />
2013-11-23,64,54,44,45,43,40,93,68,43,30.12,30.05,30.0,10,7,2,13,3,,0.00,5,,132<br />
2013-11-24,66,55,43,45,42,40,89,66,42,30.26,30.19,30.12,10,8,5,7,2,8.0,0.00,1,,318<br />
2013-11-25,69,60,50,45,42,39,89,63,36,30.35,30.29,30.26,10,7,4,6,1,,0.00,0,,27<br />
2013-11-26,67,57,46,46,43,39,80,61,42,30.28,30.19,30.09,6,4,3,6,2,9.0,0.00,5,,74<br />
2013-11-27,76,61,46,44,41,34,86,55,23,30.07,29.93,29.84,10,7,3,8,2,9.0,0.00,5,,29<br />
2013-11-28,71,60,49,43,41,37,80,56,31,30.08,29.96,29.88,10,7,3,9,3,12.0,0.00,5,,310<br />
2013-11-29,71,57,43,44,41,38,83,56,29,30.23,30.15,30.08,10,6,3,8,2,11.0,0.00,2,,5<br />
2013-11-30,69,56,42,43,41,38,83,60,37,30.28,30.24,30.19,10,6,5,10,2,13.0,0.00,2,,351<br />
2013-12-01,69,56,42,43,41,38,82,60,37,30.36,30.28,30.23,9,6,5,7,2,11.0,0.00,0,,142<br />
2013-12-02,67,54,41,45,42,38,89,66,42,30.25,30.09,29.95,6,4,3,10,3,17.0,0.00,2,,126<br />
2013-12-03,54,47,39,47,40,26,89,71,53,29.94,29.86,29.8,10,4,0,17,6,21.0,T,7,Fog-Rain,5<br />
2013-12-04,50,41,32,29,26,23,78,57,36,30.08,30.02,29.9,10,10,7,9,3,11.0,0.00,0,,295<br />
2013-12-05,49,39,29,28,22,15,85,56,26,30.2,30.14,30.07,10,9,6,7,2,10.0,0.00,0,,313<br />
2013-12-06,50,40,29,27,23,18,78,53,27,30.23,30.17,30.08,10,8,5,16,5,20.0,0.00,5,,122<br />
2013-12-07,50,42,34,38,30,22,85,61,36,30.21,30.1,29.96,10,9,4,21,7,29.0,0.15,5,Rain,357<br />
2013-12-08,48,39,30,29,26,24,85,64,42,30.33,30.27,30.23,10,9,5,9,3,11.0,0.00,2,,327<br />
2013-12-09,50,39,27,29,26,24,85,62,39,30.45,30.4,30.33,10,8,5,8,2,10.0,0.00,0,,320<br />
2013-12-10,53,41,28,29,26,23,85,59,32,30.44,30.32,30.24,10,8,6,9,2,12.0,0.00,1,,300<br />
2013-12-11,58,45,32,31,29,27,82,56,30,30.28,30.24,30.2,8,6,4,6,0,16.0,0.00,1,,331<br />
2013-12-12,61,46,31,33,30,27,85,59,32,30.29,30.24,30.18,7,5,4,7,1,7.0,0.00,0,,357<br />
2013-12-13,57,44,30,33,31,26,85,62,38,30.37,30.29,30.22,7,5,4,7,2,10.0,0.00,1,,83<br />
2013-12-14,61,46,30,34,31,28,82,57,32,30.43,30.37,30.33,5,4,3,5,1,7.0,0.00,2,,45<br />
2013-12-15,62,48,33,36,33,29,82,59,35,30.4,30.33,30.26,5,3,3,6,2,7.0,0.00,2,,336<br />
2013-12-16,64,50,36,37,35,32,82,58,34,30.28,30.23,30.17,5,3,2,7,2,9.0,0.00,5,,18<br />
2013-12-17,65,52,39,41,38,34,79,60,40,30.2,30.13,30.05,3,3,3,9,4,12.0,0.00,7,,313<br />
2013-12-18,66,57,47,43,41,36,80,57,34,30.04,29.89,29.74,5,3,2,12,3,13.0,0.00,7,,326<br />
2013-12-19,56,49,42,43,40,36,80,66,51,29.9,29.79,29.7,10,9,7,14,3,18.0,0.00,7,,312<br />
